LineID	Path	Object location	Labels	
100046	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-01-01 15.34.32.jpg	{}	{}	
100047	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-01-05 15.02.33.jpg	{}	{}	
100048	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-03-18 16.08.45.jpg	{}	{}	
100049	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-03-27 16.59.00.jpg	{}	{}	
100050	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-03-27 16.59.01.jpg	{}	{}	
100051	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-03-27 17.33.14.jpg	{}	{}	
100052	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-03-29 06.59.28.jpg	{}	{}	
100053	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-03-29 06.59.33.jpg	{}	{}	
100054	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-03-29 07.01.43.jpg	{}	{}	
100055	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-03-30 11.06.56.jpg	{}	{}	
100056	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-03-30 11.07.00.jpg	{}	{}	
100057	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-03-30 11.07.20.jpg	{}	{}	
100058	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-04-03 12.31.56.jpg	{}	{}	
100059	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-04-03 12.31.57.jpg	{}	{}	
100060	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-04-03 12.32.06.jpg	{}	{}	
100061	C:\Users\manue\IdeaProjects\nn\..\images\m\2021-04-04 14.38.38.jpg	{}	{}	
100062	C:\Users\manue\IdeaProjects\nn\..\images\m\image-20200926_204924.jpg	{}	{}	
100063	C:\Users\manue\IdeaProjects\nn\..\images\m\img.png	{}	{}	
100064	C:\Users\manue\IdeaProjects\nn\..\images\m\img_1.png	{}	{}	
100065	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20200926_103406.jpg	{}	{}	
100066	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201004_164258.jpg	{}	{}	
100067	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201007_132104.jpg	{}	{}	
100068	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201014_124247.jpg	{}	{}	
100069	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201017_201046.jpg	{}	{}	
100070	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201019_105007.jpg	{}	{}	
100071	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201019_125111.jpg	{}	{}	
100072	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201019_132458.jpg	{}	{}	
100073	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201019_132459.jpg	{}	{}	
100074	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201020_130335.jpg	{}	{}	
100075	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201020_163855.jpg	{}	{}	
100076	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201021_185918.jpg	{}	{}	
100077	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201028_093605.jpg	{}	{}	
100078	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201129_165517.jpg	{}	{}	
100079	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201129_165518.jpg	{}	{}	
100080	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201129_165520.jpg	{}	{}	
100081	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201205_193031_736.jpg	{}	{}	
100082	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201206_171901.jpg	{}	{}	
100083	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201206_171907.jpg	{}	{}	
100084	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201210_071409_110.jpg	{}	{}	
100085	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201220_174325.jpg	{}	{}	
100086	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201221_113106.jpg	{}	{}	
100087	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201229_223406.jpg	{}	{}	
100088	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201230_070909.jpg	{}	{}	
100089	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201230_070910.jpg	{}	{}	
100090	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20201231_083054.jpg	{}	{}	
100091	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20210101_153426.jpg	{}	{}	
100092	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20210103_060743.jpg	{}	{}	
100093	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20210318_160843.jpg	{}	{}	
100094	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20210327_165859.jpg	{}	{}	
100095	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20210327_165900.jpg	{}	{}	
100096	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20210327_173313.jpg	{}	{}	
100097	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20210329_065927.jpg	{}	{}	
100098	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20210329_070142.jpg	{}	{}	
100099	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20210418_220407.jpg	{}	{}	
100100	C:\Users\manue\IdeaProjects\nn\..\images\m\IMG_20210419_123511.jpg	{}	{}	
100101	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-001.jpg	{}	{}	
100102	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-002.jpg	{}	{}	
100103	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-003.jpg	{}	{}	
100104	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-004.jpg	{}	{}	
100105	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-005.jpg	{}	{}	
100106	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-006.jpg	{}	{}	
100107	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-007.jpg	{}	{}	
100108	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-008.jpg	{}	{}	
100109	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-009.jpg	{}	{}	
100110	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-010.jpg	{}	{}	
100111	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-011.jpg	{}	{}	
100112	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-012.jpg	{}	{}	
100113	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-013.jpg	{}	{}	
100114	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-014.jpg	{}	{}	
100115	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-015.jpg	{}	{}	
100116	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-016.jpg	{}	{}	
100117	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-017.jpg	{}	{}	
100118	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-018.jpg	{}	{}	
100119	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-019.jpg	{}	{}	
100120	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-020.jpg	{}	{}	
100121	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-021.jpg	{}	{}	
100122	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-022.jpg	{}	{}	
100123	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-023.jpg	{}	{}	
100124	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-024.jpg	{}	{}	
100125	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-025.jpg	{}	{}	
100126	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-026.jpg	{}	{}	
100127	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-027.jpg	{}	{}	
100128	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-028.jpg	{}	{}	
100129	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-029.jpg	{}	{}	
100130	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-030.jpg	{}	{}	
100131	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-031.jpg	{}	{}	
100132	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-032.jpg	{}	{}	
100133	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-033.jpg	{}	{}	
100134	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-034.jpg	{}	{}	
100135	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-035.jpg	{}	{}	
100136	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-036.jpg	{}	{}	
100137	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-037.jpg	{}	{}	
100138	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-038.jpg	{}	{}	
100139	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-039.jpg	{}	{}	
100140	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-040.jpg	{}	{}	
100141	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-041.jpg	{}	{}	
100142	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-042.jpg	{}	{}	
100143	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-043.jpg	{}	{}	
100144	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-044.jpg	{}	{}	
100145	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-045.jpg	{}	{}	
100146	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-046.jpg	{}	{}	
100147	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-047.jpg	{}	{}	
100148	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-048.jpg	{}	{}	
100149	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-049.jpg	{}	{}	
100150	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-050.jpg	{}	{}	
100151	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-051.jpg	{}	{}	
100152	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-052.jpg	{}	{}	
100153	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-053.jpg	{}	{}	
100154	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-054.jpg	{}	{}	
100155	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-055.jpg	{}	{}	
100156	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-056.jpg	{}	{}	
100157	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-057.jpg	{}	{}	
100158	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-058.jpg	{}	{}	
100159	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-059.jpg	{}	{}	
100160	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-060.jpg	{}	{}	
100161	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-061.jpg	{}	{}	
100162	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-062.jpg	{}	{}	
100163	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-063.jpg	{}	{}	
100164	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-064.jpg	{}	{}	
100165	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-065.jpg	{}	{}	
100166	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-066.jpg	{}	{}	
100167	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-067.jpg	{}	{}	
100168	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-068.jpg	{}	{}	
100169	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-069.jpg	{}	{}	
100170	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-070.jpg	{}	{}	
100171	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-071.jpg	{}	{}	
100172	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-072.jpg	{}	{}	
100173	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-073.jpg	{}	{}	
100174	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-074.jpg	{}	{}	
100175	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-075.jpg	{}	{}	
100176	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-076.jpg	{}	{}	
100177	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-077.jpg	{}	{}	
100178	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-078.jpg	{}	{}	
100179	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-079.jpg	{}	{}	
100180	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-080.jpg	{}	{}	
100181	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-081.jpg	{}	{}	
100182	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-082.jpg	{}	{}	
100183	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-083.jpg	{}	{}	
100184	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-084.jpg	{}	{}	
100185	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-085.jpg	{}	{}	
100186	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-086.jpg	{}	{}	
100187	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-087.jpg	{}	{}	
100188	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-088.jpg	{}	{}	
100189	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-089.jpg	{}	{}	
100190	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-090.jpg	{}	{}	
100191	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-091.jpg	{}	{}	
100192	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-092.jpg	{}	{}	
100193	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-093.jpg	{}	{}	
100194	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-094.jpg	{}	{}	
100195	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-095.jpg	{}	{}	
100196	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-096.jpg	{}	{}	
100197	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-097.jpg	{}	{}	
100198	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-098.jpg	{}	{}	
100199	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-099.jpg	{}	{}	
100200	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-100.jpg	{}	{}	
100201	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-101.jpg	{}	{}	
100202	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-102.jpg	{}	{}	
100203	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-103.jpg	{}	{}	
100204	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\foo2-104.jpg	{}	{}	
100205	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-001.jpg	{}	{}	
100206	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-002.jpg	{}	{}	
100207	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-003.jpg	{}	{}	
100208	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-004.jpg	{}	{}	
100209	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-005.jpg	{}	{}	
100210	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-006.jpg	{}	{}	
100211	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-007.jpg	{}	{}	
100212	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-008.jpg	{}	{}	
100213	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-009.jpg	{}	{}	
100214	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-010.jpg	{}	{}	
100215	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-011.jpg	{}	{}	
100216	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-012.jpg	{}	{}	
100217	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-013.jpg	{}	{}	
100218	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-014.jpg	{}	{}	
100219	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-015.jpg	{}	{}	
100220	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-016.jpg	{}	{}	
100221	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-017.jpg	{}	{}	
100222	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-018.jpg	{}	{}	
100223	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-019.jpg	{}	{}	
100224	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-020.jpg	{}	{}	
100225	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-021.jpg	{}	{}	
100226	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-022.jpg	{}	{}	
100227	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-023.jpg	{}	{}	
100228	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-024.jpg	{}	{}	
100229	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-025.jpg	{}	{}	
100230	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-026.jpg	{}	{}	
100231	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-027.jpg	{}	{}	
100232	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-028.jpg	{}	{}	
100233	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-029.jpg	{}	{}	
100234	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-030.jpg	{}	{}	
100235	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-031.jpg	{}	{}	
100236	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-032.jpg	{}	{}	
100237	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-033.jpg	{}	{}	
100238	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-034.jpg	{}	{}	
100239	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-035.jpg	{}	{}	
100240	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-036.jpg	{}	{}	
100241	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-037.jpg	{}	{}	
100242	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-038.jpg	{}	{}	
100243	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-039.jpg	{}	{}	
100244	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-040.jpg	{}	{}	
100245	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-041.jpg	{}	{}	
100246	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-042.jpg	{}	{}	
100247	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-043.jpg	{}	{}	
100248	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-044.jpg	{}	{}	
100249	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-045.jpg	{}	{}	
100250	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-046.jpg	{}	{}	
100251	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-047.jpg	{}	{}	
100252	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-048.jpg	{}	{}	
100253	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-049.jpg	{}	{}	
100254	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-050.jpg	{}	{}	
100255	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-051.jpg	{}	{}	
100256	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-052.jpg	{}	{}	
100257	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-053.jpg	{}	{}	
100258	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-054.jpg	{}	{}	
100259	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-055.jpg	{}	{}	
100260	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-056.jpg	{}	{}	
100261	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-057.jpg	{}	{}	
100262	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-058.jpg	{}	{}	
100263	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-059.jpg	{}	{}	
100264	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-060.jpg	{}	{}	
100265	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-061.jpg	{}	{}	
100266	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-062.jpg	{}	{}	
100267	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-063.jpg	{}	{}	
100268	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-064.jpg	{}	{}	
100269	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-065.jpg	{}	{}	
100270	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-066.jpg	{}	{}	
100271	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-067.jpg	{}	{}	
100272	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-068.jpg	{}	{}	
100273	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-069.jpg	{}	{}	
100274	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-070.jpg	{}	{}	
100275	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-071.jpg	{}	{}	
100276	C:\Users\manue\IdeaProjects\nn\..\images\m\vid1\manu-072.jpg	{}	{}	
